453561605   (+ 2132421, 0.472371%)
455700161   (+ 2138556, 0.471503%)
457844861   (+ 2144700, 0.470638%)
459995714   (+ 2150853, 0.469778%)
462152730   (+ 2157016, 0.468921%)
464315917   (+ 2163187, 0.468068%)
466485285   (+ 2169368, 0.467218%)
468660844   (+ 2175559, 0.466372%)
470842602   (+ 2181758, 0.465530%)
473030568   (+ 2187966, 0.464692%)
475224753   (+ 2194185, 0.463857%)
477425164   (+ 2200411, 0.463025%)
479631812   (+ 2206648, 0.462198%)
481844706   (+ 2212894, 0.461373%)
484063855   (+ 2219149, 0.460553%)
486289267   (+ 2225412, 0.459735%)
488520954   (+ 2231687, 0.458922%)
490758922   (+ 2237968, 0.458111%)
493003183   (+ 2244261, 0.457304%)
495253745   (+ 2250562, 0.456501%)
1045000000  (+ 549746255, 111.002948%)
1090000000  (+ 45000000, 4.306220%)
1135000000  (+ 45000000, 4.128440%)
1180000000  (+ 45000000, 3.964758%)
1225000000  (+ 45000000, 3.813559%)
1270000000  (+ 45000000, 3.673469%)
1315000000  (+ 45000000, 3.543307%)
1360000000  (+ 45000000, 3.422053%)
1405000000  (+ 45000000, 3.308824%)
1450000000  (+ 45000000, 3.202847%)
1495000000  (+ 45000000, 3.103448%)
1540000000  (+ 45000000, 3.010033%)
1585000000  (+ 45000000, 2.922078%)
1630000000  (+ 45000000, 2.839117%)
1675000000  (+ 45000000, 2.760736%)
1720000000  (+ 45000000, 2.686567%)
1765000000  (+ 45000000, 2.616279%)
1810000000  (+ 45000000, 2.549575%)
1855000000  (+ 45000000, 2.486188%)
1900000000  (+ 45000000, 2.425876%)
1945000000  (+ 45000000, 2.368421%)
1990000000  (+ 45000000, 2.313625%)
2035000000  (+ 45000000, 2.261307%)
2080000000  (+ 45000000, 2.211302%)
2125000000  (+ 45000000, 2.163462%)
2170000000  (+ 45000000, 2.117647%)
2215000000  (+ 45000000, 2.073733%)
2260000000  (+ 45000000, 2.031603%)
2305000000  (+ 45000000, 1.991150%)
2350000000  (+ 45000000, 1.952278%)
2395000000  (+ 45000000, 1.914894%)
2440000000  (+ 45000000, 1.878914%)
2485000000  (+ 45000000, 1.844262%)
2530000000  (+ 45000000, 1.810865%)
2575000000  (+ 45000000, 1.778656%)
2620000000  (+ 45000000, 1.747573%)
2665000000  (+ 45000000, 1.717557%)
2710000000  (+ 45000000, 1.688555%)
2755000000  (+ 45000000, 1.660517%)
2800000000  (+ 45000000, 1.633394%)
2845000000  (+ 45000000, 1.607143%)
2890000000  (+ 45000000, 1.581722%)
2935000000  (+ 45000000, 1.557093%)
2980000000  (+ 45000000, 1.533220%)
3025000000  (+ 45000000, 1.510067%)
3070000000  (+ 45000000, 1.487603%)
3115000000  (+ 45000000, 1.465798%)
3160000000  (+ 45000000, 1.444623%)
3205000000  (+ 45000000, 1.424051%)
3250000000  (+ 45000000, 1.404056%)
3295000000  (+ 45000000, 1.384615%)
3340000000  (+ 45000000, 1.365706%)
3385000000  (+ 45000000, 1.347305%)
3430000000  (+ 45000000, 1.329394%)
3475000000  (+ 45000000, 1.311953%)
3520000000  (+ 45000000, 1.294964%)
3565000000  (+ 45000000, 1.278409%)
3610000000  (+ 45000000, 1.262272%)
3655000000  (+ 45000000, 1.246537%)
3700000000  (+ 45000000, 1.231190%)
3745000000  (+ 45000000, 1.216216%)
3790000000  (+ 45000000, 1.201602%)
3835000000  (+ 45000000, 1.187335%)
3880000000  (+ 45000000, 1.173403%)
3925000000  (+ 45000000, 1.159794%)
3970000000  (+ 45000000, 1.146497%)
4015000000  (+ 45000000, 1.133501%)
4060000000  (+ 45000000, 1.120797%)
4105000000  (+ 45000000, 1.108374%)
4150000000  (+ 45000000, 1.096224%)
4195000000  (+ 45000000, 1.084337%)
4240000000  (+ 45000000, 1.072706%)
4285000000  (+ 45000000, 1.061321%)
4330000000  (+ 45000000, 1.050175%)
4375000000  (+ 45000000, 1.039261%)
4420000000  (+ 45000000, 1.028571%)
4465000000  (+ 45000000, 1.018100%)
4510000000  (+ 45000000, 1.007839%)
4555000000  (+ 45000000, 0.997783%)
4600000000  (+ 45000000, 0.987925%)
4645000000  (+ 45000000, 0.978261%)
4690000000  (+ 45000000, 0.968784%)
4735000000  (+ 45000000, 0.959488%)
4780000000  (+ 45000000, 0.950370%)
4825000000  (+ 45000000, 0.941423%)
4870000000  (+ 45000000, 0.932642%)
4915000000  (+ 45000000, 0.924025%)
4960000000  (+ 45000000, 0.915565%)
5005000000  (+ 45000000, 0.907258%)
5050000000  (+ 45000000, 0.899101%)
5095000000  (+ 45000000, 0.891089%)
5140000000  (+ 45000000, 0.883219%)
5185000000  (+ 45000000, 0.875486%)
5230000000  (+ 45000000, 0.867888%)
5275000000  (+ 45000000, 0.860421%)
5320000000  (+ 45000000, 0.853081%)
5365000000  (+ 45000000, 0.845865%)
5410000000  (+ 45000000, 0.838770%)
5455000000  (+ 45000000, 0.831793%)
5500000000  (+ 45000000, 0.824931%)
5545000000  (+ 45000000, 0.818182%)
5590000000  (+ 45000000, 0.811542%)
5635000000  (+ 45000000, 0.805009%)
5680000000  (+ 45000000, 0.798580%)
5725000000  (+ 45000000, 0.792254%)
5770000000  (+ 45000000, 0.786026%)
5815000000  (+ 45000000, 0.779896%)
5860000000  (+ 45000000, 0.773861%)
5905000000  (+ 45000000, 0.767918%)
5950000000  (+ 45000000, 0.762066%)
5995000000  (+ 45000000, 0.756303%)
6040000000  (+ 45000000, 0.750626%)
6085000000  (+ 45000000, 0.745033%)
6130000000  (+ 45000000, 0.739523%)
6175000000  (+ 45000000, 0.734095%)
6220000000  (+ 45000000, 0.728745%)
6265000000  (+ 45000000, 0.723473%)
6310000000  (+ 45000000, 0.718276%)
6355000000  (+ 45000000, 0.713154%)
6400000000  (+ 45000000, 0.708104%)
6445000000  (+ 45000000, 0.703125%)
6490000000  (+ 45000000, 0.698216%)
6535000000  (+ 45000000, 0.693374%)
6580000000  (+ 45000000, 0.688600%)
6625000000  (+ 45000000, 0.683891%)
6670000000  (+ 45000000, 0.679245%)
6715000000  (+ 45000000, 0.674663%)
6760000000  (+ 45000000, 0.670141%)
6805000000  (+ 45000000, 0.665680%)
6850000000  (+ 45000000, 0.661278%)
6895000000  (+ 45000000, 0.656934%)
6940000000  (+ 45000000, 0.652647%)
6985000000  (+ 45000000, 0.648415%)
7030000000  (+ 45000000, 0.644238%)
7075000000  (+ 45000000, 0.640114%)
7120000000  (+ 45000000, 0.636042%)
7165000000  (+ 45000000, 0.632022%)
7210000000  (+ 45000000, 0.628053%)
7255000000  (+ 45000000, 0.624133%)
7300000000  (+ 45000000, 0.620262%)
7345000000  (+ 45000000, 0.616438%)
7390000000  (+ 45000000, 0.612662%)
7435000000  (+ 45000000, 0.608931%)
7480000000  (+ 45000000, 0.605245%)
7525000000  (+ 45000000, 0.601604%)
7570000000  (+ 45000000, 0.598007%)
7615000000  (+ 45000000, 0.594452%)
7660000000  (+ 45000000, 0.590939%)
7705000000  (+ 45000000, 0.587467%)
7750000000  (+ 45000000, 0.584036%)
7795000000  (+ 45000000, 0.580645%)
7840000000  (+ 45000000, 0.577293%)
7885000000  (+ 45000000, 0.573980%)
7930000000  (+ 45000000, 0.570704%)
7975000000  (+ 45000000, 0.567465%)
8020000000  (+ 45000000, 0.564263%)
8065000000  (+ 45000000, 0.561097%)
8110000000  (+ 45000000, 0.557967%)
8155000000  (+ 45000000, 0.554871%)
8200000000  (+ 45000000, 0.551809%)
8245000000  (+ 45000000, 0.548780%)
8290000000  (+ 45000000, 0.545785%)
8335000000  (+ 45000000, 0.542823%)
8380000000  (+ 45000000, 0.539892%)
8425000000  (+ 45000000, 0.536993%)
8470000000  (+ 45000000, 0.534125%)
8515000000  (+ 45000000, 0.531287%)
8560000000  (+ 45000000, 0.528479%)
8605000000  (+ 45000000, 0.525701%)
8650000000  (+ 45000000, 0.522952%)
8695000000  (+ 45000000, 0.520231%)
8740000000  (+ 45000000, 0.517539%)
8785000000  (+ 45000000, 0.514874%)
8830000000  (+ 45000000, 0.512237%)
8875000000  (+ 45000000, 0.509626%)
8920000000  (+ 45000000, 0.507042%)
8965000000  (+ 45000000, 0.504484%)
9010000000  (+ 45000000, 0.501952%)
9055000000  (+ 45000000, 0.499445%)
9100000000  (+ 45000000, 0.496963%)
9145000000  (+ 45000000, 0.494505%)
9190000000  (+ 45000000, 0.492072%)
9235000000  (+ 45000000, 0.489663%)
9280000000  (+ 45000000, 0.487277%)
9325000000  (+ 45000000, 0.484914%)
9370000000  (+ 45000000, 0.482574%)
9415000000  (+ 45000000, 0.480256%)
9460000000  (+ 45000000, 0.477961%)
9505000000  (+ 45000000, 0.475687%)
9550000000  (+ 45000000, 0.473435%)
9595000000  (+ 45000000, 0.471204%)
9640000000  (+ 45000000, 0.468994%)
9685000000  (+ 45000000, 0.466805%)
9730000000  (+ 45000000, 0.464636%)
9775000000  (+ 45000000, 0.462487%)
9820000000  (+ 45000000, 0.460358%)
9865000000  (+ 45000000, 0.458248%)
9910000000  (+ 45000000, 0.456158%)
9955000000  (+ 45000000, 0.454087%)
10000000000 (+ 45000000, 0.452034%)
19010585314 (+ 9010585314, 90.105853%)
19599715635 (+ 589130321, 3.098959%)
20194226100 (+ 594510465, 3.033261%)
20794150393 (+ 599924293, 2.970771%)
21399522310 (+ 605371917, 2.911261%)
22010375765 (+ 610853455, 2.854519%)
22626744785 (+ 616369020, 2.800357%)
23248663513 (+ 621918728, 2.748600%)
23876166205 (+ 627502692, 2.699091%)
24509287235 (+ 633121030, 2.651686%)
25148061089 (+ 638773854, 2.606252%)
25792522371 (+ 644461282, 2.562668%)
26442705797 (+ 650183426, 2.520821%)
27098646201 (+ 655940404, 2.480610%)
27760378532 (+ 661732331, 2.441939%)
28427937853 (+ 667559321, 2.404720%)
29101359343 (+ 673421490, 2.368872%)
29780678298 (+ 679318955, 2.334320%)
30465930127 (+ 685251829, 2.300995%)
31157150357 (+ 691220230, 2.268830%)
31854374629 (+ 697224272, 2.237766%)
32557638702 (+ 703264073, 2.207747%)
33266978448 (+ 709339746, 2.178720%)
33982429857 (+ 715451409, 2.150635%)
34704029034 (+ 721599177, 2.123448%)
35431812201 (+ 727783167, 2.097114%)
36165815694 (+ 734003493, 2.071595%)
36906075968 (+ 740260274, 2.046851%)
37652629591 (+ 746553623, 2.022847%)
38405513251 (+ 752883660, 1.999551%)
39164763750 (+ 759250499, 1.976931%)
39930418006 (+ 765654256, 1.954957%)
40702513055 (+ 772095049, 1.933601%)
41481086048 (+ 778572993, 1.912838%)
42266174255 (+ 785088207, 1.892641%)
43057815059 (+ 791640804, 1.872989%)
43856045963 (+ 798230904, 1.853858%)
44660904584 (+ 804858621, 1.835228%)
45472428660 (+ 811524076, 1.817079%)
46290656041 (+ 818227381, 1.799392%)
47115624696 (+ 824968655, 1.782149%)
47947372713 (+ 831748017, 1.765334%)
48785938294 (+ 838565581, 1.748929%)
49631359760 (+ 845421466, 1.732920%)
50483675548 (+ 852315788, 1.717293%)
51342924212 (+ 859248664, 1.702033%)
52209144426 (+ 866220214, 1.687127%)
53082374978 (+ 873230552, 1.672562%)
53962654776 (+ 880279798, 1.658328%)
